project,STYLE,TOTAL_EXPERIMENTAL,TOTAL_INPUT_VALIDATION_BUGS,TOTAL_CORRECTNESS,TOTAL_SECURITY_REST,TOTAL_BAD_PRACTICE,TOTAL_I18N,CORRECTNESS,SECURITY_REST,TOTAL_PERFORMANCE,MALICIOUS_CODE,BAD_PRACTICE,TOTAL_MALICIOUS_CODE,MT_CORRECTNESS,I18N,PERFORMANCE,TOTAL_STYLE,TOTAL_MT_CORRECTNESS,INPUT_VALIDATION_BUGS,EXPERIMENTAL 
com.google.api.client||google-api-client-appengine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.struts||struts2-convention-plugin,2,NA,NA,3,NA,2,NA,1,NA,18,5,2,5,NA,NA,3,6,NA,NA,NA
org.apache.portals.jetspeed-2||jetspeed-unpack-war-maven-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jcache||jcache,1,NA,NA,NA,NA,4,NA,NA,NA,4,1,1,1,2,NA,2,2,4,NA,NA
org.hisrc.jsonix||jsonix-scripts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.xdoclet||xdoclet-plugin-web,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.sf.aislib.tools.entities||plugin-m2,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opensymphony||quartz-weblogic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.ow2.jonas.autostart||guibuilder,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
org.apache.pivot||pivot-charts,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,2,12,8,NA,NA,NA,NA,NA,NA,NA
tv.bodil||maven-testlol-plugin,NA,NA,NA,NA,NA,9,29,NA,NA,NA,1,3,2,NA,11,NA,NA,NA,NA,NA
org.objectweb.fractal.fraclet.java||fraclet-annotations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.tiles||tiles-mvel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.mortbay.jetty||jetty-j2se6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jclouds||jclouds-compute,4,NA,NA,4,NA,6,3,2,NA,2,1,3,2,NA,3,1,6,NA,NA,NA
org.ow2.frascati.examples||chat-server,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.mortbay.jetty||jetty-ajp,5,NA,NA,27,NA,59,115,3,NA,8,NA,1,NA,NA,2,2,277,NA,NA,NA
org.apache.geronimo.bundles||axis,173,4,NA,92,NA,412,230,43,NA,124,222,202,446,33,59,62,346,70,NA,2
com.baulsupp.kolja||jcurses,1,3,NA,NA,NA,12,15,NA,NA,15,NA,4,NA,2,3,5,3,6,NA,1
org.connid.bundles.soap||utilities,2,NA,NA,11,NA,1,NA,11,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA
org.apache.tuscany.sca||tuscany-node-impl-osgi,12,NA,NA,1,NA,NA,NA,1,NA,4,1,NA,5,4,NA,4,41,10,NA,NA
payload||payload,1,4,NA,5,NA,16,21,3,NA,NA,NA,8,NA,NA,8,NA,1,NA,NA,2
org.apache.servicemix.bundles||org.apache.servicemix.bundles.aopalliance-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.mule.examples||mule-example-loanbroker-esb-credit-agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.aspectj||aspectjrt,5,NA,NA,NA,NA,NA,NA,NA,NA,104,18,NA,247,NA,NA,8,65,NA,NA,NA
org.codehaus.sonar.plugins||sonar-plugin-cobertura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.ow2.cmi||cmi-jgroups,NA,NA,NA,8,NA,18,NA,1,NA,8,NA,3,NA,2,NA,1,NA,16,NA,NA
com.agilejava.blammo||blammo-samples,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.maven.scm||maven-scm-manager-plexus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
activemq||smackx,1,NA,NA,NA,NA,1,NA,NA,NA,3,19,1,26,9,NA,3,1,13,NA,NA
geronimo||geronimo-jmxremoting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.springframework||spring-jdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.sf.jguard||jguard-ext-java-5,1,NA,NA,32,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
org.codehaus.groovy.maven||groovy-plexus-factory,NA,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.mysema.contracts||contracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.sirika.httpclienthelpers||httpclienthelpers-core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.felix||org.apache.felix.ipojo.annotations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.legsem.legstar||legstar-jaxbgen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.swizzle||swizzle-jirareport,103,67,NA,63,NA,378,225,24,NA,244,56,129,160,25,65,89,289,60,NA,26
org.apache.maven||maven-toolchain,4,NA,NA,7,NA,5,10,1,NA,16,NA,1,NA,NA,1,3,38,NA,NA,NA
org.ow2.frascati||frascati-component-factory-juliac,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA
org.ow2.frascati||frascati-component-factory,16,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,16,NA,NA,NA
org.springframework.security||spring-security-config,NA,NA,NA,6,NA,NA,NA,1,NA,18,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
com.rempl.readers||reader-scm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
activemq||activemq-transport-zeroconf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jumpmind.symmetric||symmetric-ddl,5,192,NA,NA,NA,60,52,NA,NA,488,17,5,182,NA,8,39,54,NA,NA,16
org.apache.geronimo.specs||geronimo-el_2.2_spec,3,NA,NA,NA,NA,2,NA,NA,NA,2,2,2,6,1,NA,1,5,3,NA,NA
org.synyx.hades||org.synyx.hades.extensions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.jedi||option-example,NA,NA,NA,2,NA,42,NA,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.openxma||dsl-common,3,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA,7,NA,NA,3,17,NA,NA,NA
speexx||ocean-annotation-handler,4,NA,NA,2,NA,6,2,1,NA,NA,NA,3,NA,NA,1,NA,8,NA,NA,NA
org.codehaus.redback||redback-authentication-users,NA,NA,NA,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.torque||torque-maven-plugin,NA,NA,NA,NA,NA,2,NA,NA,NA,60,NA,1,NA,NA,NA,30,NA,NA,NA,NA
org.zeroturnaround||struts2-jr-plugin,1,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
org.codehaus.mojo.natives||maven-native-api,NA,NA,NA,1,NA,4,7,1,NA,16,36,1,248,NA,1,4,NA,NA,NA,NA
de.viaboxx||dbmigrate,2,4,NA,NA,NA,12,8,NA,NA,3,8,12,9,1,7,3,2,1,NA,4
org.apache.tiles||tiles-test-db,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.freehep||freehep-graphics-base,3,NA,NA,NA,NA,2,2,NA,NA,2,8,1,16,NA,1,2,6,NA,NA,NA
net._01001111||jlorem,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
org.apache.cocoon||cocoon-sitemap-components,13,NA,NA,32,NA,6,12,8,NA,41,NA,2,NA,2,3,12,48,8,NA,NA
com.google.api.client||google-api-client-googleapis-json,5,NA,NA,6,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,1,20,NA,NA,NA
org.codehaus.enunciate||enunciate-spring-app-rt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
de.codescape.bitvunit||bitvunit-core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.whirr||whirr-cassandra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classworlds||classworlds-boot,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,NA,NA,NA,4,NA,NA,NA
javaconfig||javaconfig,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1
org.milyn.edi.unedifact||d97b-binding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.ow2.petals||petals-cdk,2,2,NA,8,NA,9,6,7,NA,6,1,8,1,1,6,6,2,1,NA,2
org.openl.rules||org.openl.rules.webstudio.java,13,5,NA,11,9,66,1,3,1,93,53,12,384,8,1,12,73,47,NA,1
nanocontainer||nanocontainer-pool2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson.plugins||downstream-buildview,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,NA,6,NA,1,NA,NA
org.kantega.jexmec||jexmec-guice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.bundles||org.apache.servicemix.bundles.commons-vfs,7,NA,NA,110,NA,85,15,22,NA,15,6,17,30,1,3,3,35,5,NA,NA
org.apache.sling||org.apache.sling.fsresource,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jsslutils||jsslutils-extra-apachehttpclient3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jglobus||JGlobus-Core,327,112,NA,497,NA,1526,967,113,NA,1270,460,330,2028,132,179,280,1476,540,NA,26
org.dspace||dspace-services-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.npanday.plugins||wix-maven-plugin,2,NA,NA,12,NA,1,NA,12,NA,2,NA,1,NA,NA,NA,2,2,NA,NA,NA
net.sourceforge.retroweaver||retroweaver-rt,10,7,NA,14,NA,88,4,3,NA,8,7,13,49,NA,1,2,39,NA,NA,1
berkano||berkano-user-mgt-webwork,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,42,NA,NA,NA,11,NA,NA,NA
org.cementframework||querybyproxy-shared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
se.grunddata.dzo||dzo,183,431,NA,543,NA,2258,2498,52,NA,786,110,182,1336,57,164,74,2143,700,NA,69
org.nuiton.matrix||nuiton-matrix,4,NA,NA,NA,NA,11,NA,NA,NA,3,15,11,15,NA,NA,3,4,NA,NA,NA
org.eclipse.ui||workbench,115,5,NA,96,NA,128,11,55,NA,130,117,71,205,4,5,75,201,7,NA,4
com.cedarsoft.utils||configuration-spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.objectweb.dream.dreamcore||dream-core,20,NA,NA,18,NA,13,4,9,NA,32,11,6,13,29,2,15,43,57,NA,NA
net.officefloor.plugin||officeplugin_socket,NA,NA,NA,NA,NA,8,4,NA,NA,8,NA,2,NA,4,1,2,NA,16,NA,NA
org.bitbucket.deepdiff||deepdiff-app,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
org.codehaus.izpack||izpack-util,13,35,NA,42,NA,210,217,6,NA,49,10,29,70,3,24,7,91,21,NA,5
org.codehaus.fabric3.spec||fabric3-sca-taglib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.ops4j.pax.runner||pax-runner-scanner-bundle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.wicket||wicket-request,2,NA,NA,3,NA,15,NA,2,NA,NA,NA,3,NA,NA,NA,NA,6,NA,NA,NA
directory-shared||ldap-common,5,15,NA,11,NA,192,13,5,NA,15,27,74,74,NA,4,5,10,NA,NA,3
org.objectweb.fractal.bf.examples||fractal-bf-examples-helloworld-osgi-client-fractal,1,2,NA,NA,NA,12,NA,NA,NA,8,1,4,4,2,NA,2,4,8,NA,1
tomcat||servlets-default,6,NA,NA,1,NA,45,77,1,NA,32,6,7,38,2,5,3,27,12,NA,NA
org.apache.solr||solr-core,83,NA,NA,56,NA,721,39,21,NA,175,79,164,358,8,10,53,322,38,NA,NA
org.coosproject.examples||ping-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.sonar-plugins||sonar-google-calendar-plugin,122,3,NA,6,NA,59,16,6,NA,2,37,59,37,2,12,2,125,2,NA,3
cornerstone-threads||cornerstone-threads-impl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.nakedobjects||embedded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.google.api.client||google-api-data-docs-v3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.sonar-plugins.pdf-report||sonar-pdfreport-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
it.amattioli||encapsulate,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,13,7,45,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.kernel.jaas||org.apache.servicemix.kernel.jaas.boot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jetty||org.mortbay.jaas,NA,56,NA,29,NA,NA,NA,2,NA,27,NA,NA,NA,NA,NA,1,NA,NA,NA,2
org.jvnet.ogc||ols-v_1_2_0-schema,115,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,230,NA,NA,NA
maven||maven-artifact-plugin,7,6,NA,14,NA,38,24,3,NA,31,NA,8,NA,2,7,7,42,12,NA,1
org.apache.maven.plugins||maven-shade-plugin,1,NA,NA,220,NA,23,48,19,NA,83,NA,4,NA,NA,6,6,6,NA,NA,NA
org.jvnet.hudson.plugins||clover,2,NA,NA,12,NA,12,NA,2,NA,12,NA,1,NA,NA,NA,1,22,NA,NA,NA
org.tynamo||tapestry-jpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.camel||camel-eclipse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.sourceprojects.xmlparser||xmlparser-springintegration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.httpcache4j.storage||storage-derby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.nuiton.processor||nuiton-processor,2,21,NA,NA,NA,5,26,NA,NA,NA,2,3,9,NA,5,NA,10,NA,NA,7
com.samskivert||viztool,1,NA,NA,NA,NA,8,NA,NA,NA,1,10,4,20,1,NA,1,2,2,NA,NA
org.codehaus.gmaven||gmaven-mojo-support,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
mule||mule-ra,3,NA,NA,9,NA,62,NA,1,NA,NA,1,9,9,2,NA,NA,28,11,NA,NA
org.tranql||tranql-connector-sqlserver2005-common,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codeartisans||swing-on-steroids,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,NA,1
cocoon||cocoon-authentication-fw,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
nanocontainer||nanocontainer-ejb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.bundles||org.apache.servicemix.bundles.junit-4.4,1,4,NA,NA,NA,16,8,NA,NA,20,NA,4,NA,2,2,1,4,8,NA,1
acegisecurity||acegi-security-catalina,NA,NA,NA,NA,NA,NA,8,NA,NA,16,NA,NA,NA,NA,1,2,NA,NA,NA,NA
com.googlecode.jpattern||jpattern-gwt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.objectlab.kit.datecalc||datecalc-common,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA
org.objectweb.fractal.bf||fractal-bf-osgi-core,7,2,NA,1,NA,54,12,1,NA,12,4,15,16,3,3,3,25,9,NA,1
org.apache.maven||maven-plugin-parameter-documenter,2,NA,NA,3,NA,4,NA,1,NA,6,NA,1,NA,NA,NA,2,12,NA,NA,NA
org.fusesource.mvnplugins||maven-updatesite-plugin,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
org.apache.juddi||juddi,12,175,NA,70,NA,210,200,17,NA,30,8,42,40,12,12,6,52,60,NA,35
org.codehaus.mojo||animal-sniffer-ant-tasks,3,NA,NA,1,NA,103,20,1,NA,5,8,23,40,NA,4,1,15,NA,NA,NA
org.apache.geronimo.samples||bank-client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.liftweb||lift-util,144,20,NA,259,NA,1033,103,16,NA,NA,14,77,220,12,6,NA,2036,223,NA,1
org.sonatype.appbooter.plexus-booters||plexus-app-booter,NA,NA,NA,NA,NA,41,NA,NA,NA,17,2,5,2,8,NA,3,NA,77,NA,NA
org.dasein||dasein-cloud-google,4,1,NA,4,NA,15,10,4,NA,NA,NA,14,NA,NA,9,NA,4,NA,NA,1
org.mattressframework||mattress-core,2,NA,NA,1,NA,4,11,1,NA,NA,5,1,15,NA,4,NA,3,NA,NA,NA
tomcat||catalina-admin,68,NA,NA,39,NA,2,NA,13,NA,18,38,2,114,NA,NA,6,196,NA,NA,NA
org.vngx||vngx-jsch,12,1,NA,1,NA,12,4,1,NA,4,23,8,23,4,4,4,14,4,NA,1
com.rempl||rempl-core,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,16,NA,NA,1,36,NA,NA,NA
org.soitoolkit.commons.components||soitoolkit-commons-mule,13,6,NA,76,NA,18,12,8,NA,7,6,2,36,NA,1,3,88,NA,NA,1
org.apache.wink.example||ReadRSS-client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.datanucleus||datanucleus-jdo-query,NA,NA,NA,4,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
org.apache.isis.viewer||json-viewer,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA
org.sonatype.nexus||nexus-rest-model,72,NA,NA,NA,NA,281,NA,NA,NA,NA,8,34,80,NA,NA,NA,592,NA,NA,NA
saxon||saxon-jdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.eclipse.jface||text,47,2,NA,14,NA,20,NA,9,NA,18,6,10,12,8,NA,10,81,16,NA,2
org.codehaus.fabric3.standalone||server,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
james||mailet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix||servicemix-vfs,1,NA,NA,5,NA,6,NA,2,NA,NA,2,3,10,1,NA,NA,4,1,NA,NA
org.unitils||unitils-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.nmr||org.apache.servicemix.nmr.osgi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.fabric3.weblogic||fabric3-weblogic-mock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.fusesource.wikitext||wikitext-core,13,NA,NA,NA,NA,8,8,NA,NA,8,NA,2,NA,NA,2,2,49,NA,NA,NA
org.codehaus.plexus||plexus-i18n,1,NA,NA,3,NA,6,NA,1,NA,3,NA,2,NA,1,NA,1,3,3,NA,NA
net.bpelunit||eclipse-toolsupport,159,1,NA,3,NA,22,5,3,NA,30,22,16,22,NA,3,30,159,NA,NA,1
jp.objectfanatics||assertion-agent-all,NA,NA,NA,5,NA,52,NA,1,NA,4,1,16,5,NA,NA,1,NA,NA,NA,NA
org.apache.directory.shared||shared-ldap-converter,NA,NA,NA,NA,NA,4,4,NA,NA,2,1,2,2,1,2,1,NA,2,NA,NA
org.jasig.resource-aggregator||resource-aggregator-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.dockingframes||docking-frames-demo-app-ice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jibx.schema.org.w3||org.jibx.schema.org.w3._2001._06.soap_encoding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA
org.apache.tuscany.sca||tuscany-node-impl,4,NA,NA,2,NA,NA,5,1,NA,6,2,NA,2,NA,1,2,16,NA,NA,NA
org.codehaus.xdoclet||maven2-xdoclet2-plugin,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
org.ow2.petals||petals-jbi-ext,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.kuali.db.impex||jdbc-support,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,NA,6,NA,1,NA,NA,NA,NA,1
org.codehaus.gmaven.runtime||gmaven-runtime-loader,NA,NA,NA,12,NA,NA,2,4,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
com.googlecode.jaitools||demo,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA
org.apache.oodt||cas-pushpull,20,4,NA,2,NA,60,14,1,NA,46,2,30,4,11,7,23,40,22,NA,2
org.ow2.jasmine.jade||jadenode,542,123,NA,522,NA,2451,597,151,NA,1266,578,793,1749,161,159,415,1743,483,NA,41
com.redhat.rhevm.api||rhevm-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.nakedobjects||xmlpersistence,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,3,NA,NA,NA,3,NA,NA,NA,NA
org.jvnet.hudson.plugins||timestamper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
de.huxhorn.lilith||de.huxhorn.lilith.3rdparty.jmdns,4,NA,NA,NA,NA,4,6,NA,NA,1,6,2,12,4,2,1,8,8,NA,NA
org.eiichiro.monophony||monophony,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA
mockcreator||mockcreator,7,2,NA,NA,NA,8,4,NA,NA,38,5,3,10,NA,2,20,12,NA,NA,1
org.jvnet.hudson.dtkit||dtkit-metrics-hudson-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
org.codehaus.geb||geb-easyb,1,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,38,1,NA,NA,NA
org.apache.servicemix.bundles||org.apache.servicemix.bundles.commons-pool,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,1,NA,2,NA,1,NA,6,NA,NA
com.googlecode.metridoc||metridoc-core,2,NA,NA,NA,NA,NA,21,NA,NA,5,NA,NA,NA,1,3,1,15,6,NA,NA
org.codehaus.fabric3||fabric3-datasource,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.googlecode.the-fascinator.plugins||plugin-harvester-filesystem,1,13,NA,NA,NA,3,NA,NA,NA,3,NA,3,NA,NA,NA,3,1,NA,NA,13
com.mysql||management,4,9,NA,19,5,18,65,5,3,12,6,11,8,7,27,8,7,10,NA,7
org.codehaus.jackson||jackson-jaxrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,230,NA,NA,NA,NA,NA,NA,NA
org.codehaus.fabric3.development||development-host,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.eclipse||pde,NA,NA,NA,2,NA,2,NA,1,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA
net.liftweb||lift-oauth-mapper_2.8.0,495,9,NA,44,NA,880,8,41,NA,25,65,690,65,92,8,18,519,92,NA,9
