project,STYLE,TOTAL_EXPERIMENTAL,TOTAL_INPUT_VALIDATION_BUGS,TOTAL_CORRECTNESS,TOTAL_SECURITY_REST,TOTAL_BAD_PRACTICE,TOTAL_I18N,CORRECTNESS,SECURITY_REST,TOTAL_PERFORMANCE,MALICIOUS_CODE,BAD_PRACTICE,TOTAL_MALICIOUS_CODE,MT_CORRECTNESS,I18N,PERFORMANCE,TOTAL_STYLE,TOTAL_MT_CORRECTNESS,INPUT_VALIDATION_BUGS,EXPERIMENTAL 
org.apache.activemq||apollo-transport,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.nuiton.i18n||maven-i18n-plugin,47,2,NA,17,NA,24,20,3,NA,1,8,12,81,10,6,1,213,30,NA,1
net.sf.patterntesting||patterntesting-check-rt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ca.uhn.hapi||hapi-structures-v231,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,78,NA,312,NA,NA,145,NA,NA,NA,NA
net.sf.transmorph||transmorph,3,NA,NA,10,NA,NA,NA,5,NA,13,27,NA,154,NA,NA,8,13,NA,NA,NA
org.apache.tuscany.sca||tuscany-binding-jsonp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.googlecode.mad-mvntools||common,NA,NA,NA,2,NA,5,7,2,NA,3,NA,3,NA,NA,5,3,NA,NA,NA,NA
org.apache.karaf||org.apache.karaf.util,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,2,NA,1,10,14,NA,NA
org.apache.tuscany.sca||tuscany-endpoint,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
jpox||jpox-proxool,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
com.hack23.cia||model.common.api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.camel||camel-apns,NA,NA,NA,1,NA,NA,NA,1,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA
org.apache.tuscany.sca||tuscany-binding-ws,4,NA,NA,2,NA,5,NA,1,NA,7,NA,1,NA,NA,NA,2,17,NA,NA,NA
merlin-developer||merlin-developer-core,1,2,NA,NA,NA,6,6,NA,NA,8,3,3,6,NA,2,4,2,NA,NA,1
org.ow2.jonas||jonas-trans-interceptors-jrmp,16,NA,NA,NA,NA,9,NA,NA,NA,NA,4,2,18,NA,NA,NA,72,NA,NA,NA
fr.velossity.osgi||ConsumerWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.googlecode.fighting-layout-bugs||fighting-layout-bugs,2,NA,NA,NA,NA,2,NA,NA,NA,6,5,2,5,NA,NA,6,2,NA,NA,NA
org.eclipse.tycho||tycho-equinox-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.objectweb.fractal.bf.examples||fractal-bf-examples-helloworld-koch,NA,NA,NA,14,NA,NA,7,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
net.sf.doolin||doolin-guitemplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.james||james-server-domainlist-jdbc,1,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
org.jvnet.ogc||sps-v_1_0_0-schema,60,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,128,NA,NA,NA
org.apache.geronimo.gshell.commands||gshell-bsf,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA
wicket||wicket-extensions,7,NA,NA,10,NA,73,17,1,NA,44,8,8,64,2,2,5,57,33,NA,NA
org.apache.maven.continuum||continuum-xmlrpc-client,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
org.jframework||jframework-core,2,NA,NA,15,NA,NA,5,2,NA,NA,NA,NA,NA,NA,1,NA,10,NA,NA,NA
org.eclipse.tycho||tycho-source-plugin,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
com.google.doclava||doclava,114,12,NA,9,NA,272,40,3,NA,60,32,68,128,1,10,15,1732,4,NA,3
geronimo||geronimo-deploy-jsr88,2,NA,NA,NA,NA,20,12,NA,NA,3,7,6,45,1,4,1,5,5,NA,NA
org.codehaus.plexus||plexus-cdc,1,NA,NA,57,NA,15,22,9,NA,10,1,2,10,NA,2,1,4,NA,NA,NA
org.apache.bval||bval-xstream,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA
org.apache.geronimo.modules||geronimo-deploy-tool,4,NA,NA,NA,NA,9,18,NA,NA,6,1,5,3,NA,4,3,12,NA,NA,NA
org.jasig.cas.client||cas-client-support-distributed-ehcache,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.maven.shared||maven-doxia-tools,1,NA,NA,1,NA,24,NA,1,NA,6,NA,3,NA,NA,NA,1,1,NA,NA,NA
org.apache.portals.jetspeed-2||jetspeed-db-tools,1,NA,NA,6,NA,NA,NA,3,NA,NA,2,NA,4,NA,NA,NA,2,NA,NA,NA
org.sonatype.restsimple||restsimple-asmtemplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.objectweb.fractal.bf.examples||fractal-bf-examples-helloworld-osgi-client-osgi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.oodt||oodt-product,4,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,4,NA,10,NA,NA,1
org.ow2.frascati||frascati-explorer-core,30,NA,NA,2,NA,22,NA,1,NA,1,7,10,21,1,NA,1,42,5,NA,NA
org.kuali.rice||rice-impl,236,28,NA,139,NA,234,70,60,NA,751,210,114,420,16,32,361,508,31,NA,14
org.codehaus.plexus.security||plexus-security-system,NA,NA,NA,12,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.jsr166-mirror||jsr166y,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,4,1,NA,NA
org.apache.myfaces.extensions.scripting||extscript-myfaces12-extensions,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,2,NA,NA,NA
org.nanocontainer||nanocontainer-booter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
javax.xml.bind||jaxb-api,2,NA,NA,4,NA,8,NA,2,NA,NA,NA,2,NA,2,NA,NA,11,14,NA,NA
org.sonatype.security.realms.ldap||ldap-common,7,NA,NA,10,NA,20,99,1,NA,71,1,2,10,5,10,8,34,50,NA,NA
org.mattressframework||mattress-test,3,NA,NA,1,NA,6,11,1,NA,NA,9,2,19,NA,4,NA,7,NA,NA,NA
net.sourceforge.mydoggy||mydoggy-examples,13,2,NA,5,NA,NA,2,4,NA,18,NA,NA,NA,1,2,18,13,1,NA,2
org.apache.geronimo.modules||geronimo-cxf-tools,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2,2,NA,NA,NA
org.codehaus.fabric3||fabric3-system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geronimo-spec||geronimo-spec-jms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.aries.blueprint||org.apache.aries.blueprint.sample,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1,10,NA,NA,NA,NA,NA,NA,NA
com.googlecode.flyway||flyway-commandline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.officefloor.core||officexml,1,NA,NA,NA,NA,NA,NA,NA,NA,24,1,NA,4,NA,NA,3,4,NA,NA,NA
com.googlecode.jslint4java||jslint4java,NA,NA,NA,NA,NA,2,20,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA
org.jasig.cas||cas-server-integration-berkeleydb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.ogc||ows-v_1_1_0-schema,46,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,92,NA,NA,NA
org.ops4j.pax.exam||pax-exam-container-rbc,3,5,NA,22,NA,45,40,2,NA,14,5,8,5,3,5,2,28,10,NA,5
org.apache.camel||camel-example-cxf-osgi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.google.guava||guava,45,6,NA,18,NA,312,NA,11,NA,NA,1,63,6,5,NA,NA,156,8,NA,1
org.dasein||dasein-jclouds-rackspace,7,NA,NA,2,NA,13,7,2,NA,4,NA,12,NA,2,5,4,7,2,NA,NA
dsh-vocabulary||dsh-vocabulary,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
com.github.rest-driver||rest-client-driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.cocoon||cocoon-flowscript-impl,NA,NA,NA,NA,NA,NA,5,NA,NA,9,NA,NA,NA,NA,1,2,NA,NA,NA,NA
net.israfil.foundation||israfil-foundation-concurrent,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
it.tidalwave.bluebill||it-tidalwave-bluebill-taxonomy-birds-roberts-vii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.ogc||csw-v_2_0_2-schema,46,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,96,NA,NA,NA
org.javaruntype||javaruntype,7,NA,NA,3,NA,NA,NA,1,NA,3,2,NA,6,NA,NA,1,21,NA,NA,NA
org.apache.maven.doxia||doxia-converter,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,4,3,12,NA,NA,NA,NA,NA,NA,NA
org.openxri||openxri-server-logic,8,6,NA,5,NA,5,4,3,NA,11,8,3,14,NA,2,6,17,NA,NA,3
org.apache.continuum||continuum-distributed-slave-client,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
org.mod4j||mod4j-presentation-validation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.rempl.readers.scm||bridge-subversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson.plugins||nsiqcollector,1,NA,NA,6,NA,15,NA,2,NA,6,2,5,6,NA,NA,2,3,NA,NA,NA
org.ow2.frascati.examples||chat-client,NA,NA,NA,4,NA,2,4,1,NA,NA,2,1,4,NA,1,NA,NA,NA,NA,NA
org.apache.maven.mercury||mercury-repo-local-m2,1,NA,NA,NA,NA,9,4,NA,NA,NA,2,3,8,NA,1,NA,4,NA,NA,NA
geronimo||geronimo-util,4,NA,NA,12,NA,88,16,3,NA,40,29,17,116,NA,2,7,16,NA,NA,NA
com.smith9.simply||simply-groovy,NA,NA,NA,NA,NA,3,NA,NA,NA,6,1,3,1,NA,NA,6,NA,NA,NA,NA
net.sf.squirrel-sql.plugins||exportconfig,1,NA,NA,NA,NA,3,NA,NA,NA,3,NA,1,NA,1,NA,1,3,3,NA,NA
org.ops4j.pax.exam||pax-exam-swoosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.jtstand||jtstand-chart,33,NA,NA,260,NA,3760,NA,13,NA,1700,74,188,1620,9,NA,80,660,180,NA,NA
tomcat||tomcat-coyote,8,NA,NA,1,NA,6,NA,1,NA,78,8,2,32,NA,NA,12,23,NA,NA,NA
com.trigonic||spring-cmdline,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA
com.dyuproject.protostuff||protostuff-xml,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marmalade||marmalade-utils,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
com.redhat.rhevm.api||rhevm-api-cli-users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.cocoon.sax||cocoon-sax,3,2,NA,9,NA,16,16,5,NA,6,5,4,10,NA,7,5,6,NA,NA,2
org.codehaus.jackson||jackson-xc,1,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,21,NA,NA,NA
org.codehaus.jedi||jedi-jdk5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geronimo||geronimo-transaction,3,NA,NA,NA,NA,22,26,NA,NA,2,2,5,30,1,5,1,13,8,NA,NA
org.springframework.integration||spring-integration-samples,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
org.codehaus.service-conduit||sca4j-binding-hessian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.fusesource.mvnplugins||maven-uberize-plugin,2,11,NA,110,NA,66,22,10,NA,66,NA,6,NA,NA,2,6,22,NA,NA,1
org.apache.camel||camel-cxf-transport,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
geronimo||geronimo-naming,1,NA,NA,NA,NA,46,NA,NA,NA,NA,3,8,7,NA,NA,NA,4,NA,NA,NA
org.brillien||slf4Brillien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA
genjava||gj-core,8,6,NA,3,NA,25,14,2,NA,23,11,13,20,NA,7,12,13,NA,NA,3
com.rabbitmq||amqp-client,16,NA,NA,NA,NA,48,140,NA,NA,104,26,3,280,NA,8,11,241,NA,NA,NA
com.discursive.taglib.prototype||prototype-taglib,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
org.apache.tuscany.sca.shades||tuscany-json,2,NA,NA,2,NA,8,10,1,NA,18,NA,4,NA,NA,5,9,4,NA,NA,NA
org.apache.geronimo.plugins||geronimo-maven-plugin,1,NA,NA,13,NA,9,6,8,NA,4,2,3,6,NA,2,2,1,NA,NA,NA
org.codehaus.sonar-plugins||sonar-build-breaker-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.eclipse.help||ui,8,NA,NA,4,NA,12,NA,2,NA,33,7,6,14,NA,NA,17,16,NA,NA,NA
org.jvnet.ogc||filter-v_1_0_20-schema,24,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,48,NA,NA,NA
org.ow2.wildcat||wildcat-core,2,12,NA,12,NA,NA,8,3,NA,15,10,NA,22,2,2,4,9,6,NA,1
org.sonatype.plugins||nexus-test-environment-maven-plugin,NA,3,NA,10,NA,81,NA,2,NA,8,NA,24,NA,NA,NA,3,NA,NA,NA,1
org.geotoolkit||geotk-logging-commons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.sonatype.tycho||org.sonatype.tycho.surefire.osgibooter,24,NA,NA,16,NA,188,208,4,NA,92,36,43,144,10,34,23,104,40,NA,NA
com.pyx4me||cldcunit,2,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1,6,NA,NA,NA,6,NA,NA,NA
org.zeroturnaround||wicket-jr-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.milyn.edi.unedifact||d05a-binding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.plexus.redback||redback-authentication-ldap,NA,NA,NA,36,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apithefire||apithefire-util,1,NA,NA,NA,NA,2,1,NA,NA,4,1,2,1,NA,1,4,1,NA,NA,NA
com.googlecode.metridoc||sushi-client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
directory-asn1||stub-compiler,1,NA,NA,NA,NA,10,4,NA,NA,8,2,5,4,NA,1,4,4,NA,NA,NA
org.sonatype.sisu.inject||guice-jndi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.liftweb||lift-ldap,1,NA,NA,NA,NA,42,NA,NA,NA,NA,2,7,12,1,NA,NA,6,6,NA,NA
org.piccolo2d||piccolo2d-examples,4,NA,NA,NA,NA,3,NA,NA,NA,29,1,1,3,1,NA,10,11,3,NA,NA
com.mtvnet.boxspring.osgi||boxspring-osgi-web,NA,NA,NA,4,NA,NA,NA,1,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA
ca.uhn.hapi||hapi-structures-v26,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,78,NA,312,NA,NA,201,NA,NA,NA,NA
ca.uhn.hapi||hapi-structures-v25,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,78,NA,312,NA,NA,183,NA,NA,NA,NA
ca.uhn.hapi||hapi-structures-v24,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,80,NA,320,NA,NA,171,NA,NA,NA,NA
ca.uhn.hapi||hapi-structures-v22,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,52,NA,208,NA,NA,95,NA,NA,NA,NA
ca.uhn.hapi||hapi-structures-v21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,28,NA,NA,NA,NA,NA,NA,NA
net.sf.sido||sido-array,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.dockingframes||docking-frames-demo-notes,NA,NA,NA,NA,NA,2,4,NA,NA,2,1,1,2,NA,2,1,NA,NA,NA,NA
org.ow2.fractal||julia-asm-bundle,8,2,NA,NA,NA,6,2,NA,NA,2,4,3,8,NA,1,1,16,NA,NA,1
org.freehep||freehep-graphics2d,2,NA,NA,NA,NA,12,NA,NA,NA,6,4,6,8,1,NA,3,4,2,NA,NA
org.springframework.data||spring-data-commons-core,2,NA,NA,6,NA,4,NA,4,NA,2,6,3,6,NA,NA,1,2,NA,NA,NA
org.unitils||unitils-database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jdtaus.common||jdtaus-core-api,3,NA,NA,8,NA,19,NA,1,NA,NA,17,4,306,1,NA,NA,9,7,NA,NA
net.stickycode.mockwire||sticky-mockwire-guice3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.sonar||sonar-batch-maven-compat,27,9,NA,486,NA,441,234,52,NA,99,15,49,135,4,18,11,252,36,NA,1
org.jbundle.base.message||org.jbundle.base.message.core,4,NA,NA,2,NA,3,NA,2,NA,1,1,3,1,3,NA,1,4,3,NA,NA
org.apache.geronimo.samples||customer-client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.ow2.fractal||julia-runtime-bundle,6,NA,NA,NA,NA,2,NA,NA,NA,2,2,1,4,NA,NA,1,12,NA,NA,NA
org.codehaus.mojo.jspc||jspc-compiler-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
batik||batik-svggen,3,6,NA,11,NA,9,12,4,NA,138,7,3,24,NA,4,47,8,NA,NA,2
com.thoughtworks.xstream||xstream-benchmark,NA,NA,NA,NA,NA,NA,12,NA,NA,4,1,NA,2,NA,3,1,NA,NA,NA,NA
org.jvnet.hudson.plugins.fortify360||fortify360,NA,7,NA,10,NA,57,11,2,NA,10,1,6,2,NA,4,5,NA,NA,NA,1
org.ops4j.pax.exam||pax-exam-junit-extender-impl,2,27,NA,NA,NA,27,NA,NA,NA,NA,5,5,25,1,NA,NA,14,5,NA,5
net.liftweb||lift-oauth_2.9.0,457,2,NA,38,NA,478,8,26,NA,7,25,469,25,84,8,4,477,84,NA,2
org.apache.ace||org.apache.ace.nodelauncher.api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coconut||coconut-aio-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xdoclet||xdoclet-macromedia-module,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.eiichiro.acidhouse||acidhouse-modelgen,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
drools||drools-spring-jdk5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.cedarsoft.commons.spring||configuration-spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mule||mule-extras-groovy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.sonatype.restsimple||restsimple-api,1,NA,NA,3,NA,NA,NA,2,NA,1,2,NA,8,NA,NA,1,2,NA,NA,NA
org.nhind||xd-common,2,2,NA,1,NA,NA,20,1,NA,5,10,NA,10,NA,15,5,2,NA,NA,2
org.apache.xbean||xbean-classpath,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
excalibur-store||excalibur-store,6,NA,NA,NA,NA,28,9,NA,NA,7,1,16,2,8,3,3,11,12,NA,NA
org.apache.tuscany.sca||tuscany-binding-rmi-runtime,1,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,14,NA,NA,2,5,NA,NA,NA
com.revelytix||sherpa-protocol,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
org.apache.tuscany.sca||tuscany-common-java,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.shiro||shiro-spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.jangaroo||jangaroo-compiler,73,9,NA,60,NA,276,279,16,NA,144,144,81,486,25,76,36,258,75,NA,3
org.parallelj||parallelj-tools,NA,NA,NA,3,NA,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.bundles||org.apache.servicemix.bundles.qdox,5,NA,NA,NA,NA,32,6,NA,NA,10,13,16,26,NA,2,5,10,NA,NA,NA
org.jibx.schema.org.docbook||org.jibx.schema.org.docbook.xml._5_0.xsd.docbook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jpox||jpox-springframework,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.mojo.webstart||webstart-jarsigner-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson.dtkit||dtkit-metrics-util,NA,8,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3
biz.source_code||base64coder,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
ant||ant-nodeps,14,18,NA,6,NA,234,120,1,NA,103,7,39,42,1,17,18,69,3,NA,3
org.kuali.student.core||ks-core-ui,28,NA,NA,50,NA,20,10,16,NA,140,13,7,35,2,4,43,125,5,NA,NA
org.twitter4j||twitter4j-async,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA
plexus||plexus-utils,12,24,NA,23,NA,118,83,2,NA,28,15,19,107,3,7,4,87,21,NA,3
marmalade||marmalade-tags-jstl-core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.domdrides||domdrides-core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.examples.bridge||bridge-client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.google.code.struts2jscalendarplugin||struts2jscalendarplugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.sonar-plugins||sonar-ldap-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.sonatype.appbooter.plexus-booters||plexus-jsw-app-booter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,45,NA,NA
net.sourceforge.addressing||addressing,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.fabric3||fabric3-model,NA,NA,NA,NA,NA,61,NA,NA,NA,4,NA,10,NA,NA,NA,1,NA,NA,NA,NA
axis2||axis2-doom,11,NA,NA,2,NA,12,2,1,NA,2,NA,5,NA,NA,1,1,21,NA,NA,NA
geronimo||geronimo-tomcat-builder,NA,NA,NA,4,NA,6,NA,2,NA,6,NA,2,NA,NA,NA,2,NA,NA,NA,NA
com.cedarsoft.business||locations,4,NA,NA,2,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,2,4,NA,NA,NA
org.apithefire||apithefire-servlet,NA,2,NA,NA,NA,4,NA,NA,NA,1,NA,4,NA,NA,NA,1,NA,NA,NA,2
org.apache.maven||maven-repository-metadata,4,NA,NA,3,NA,8,NA,1,NA,18,NA,2,NA,NA,NA,2,24,NA,NA,NA
org.codehaus.fabric3||fabric3-admin-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
